City ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,Nara,34.6851,135.8049,10.83,48,100,4.88,JP,1647653099
349,Sanming,26.2486,117.6186,20.73,70,0,0.16,CN,1647653100
350,Margate,51.3813,1.3862,9.61,78,0,2.24,GB,1647653101
351,Włocławek,52.6482,19.0678,1.4,44,93,1.44,PL,1647653102
352,Warmbad,-28.45,18.7333,22.11,71,100,7.34,NA,1647653102
353,Verkhnevilyuysk,63.4453,120.3167,-15.17,90,54,2.77,RU,1647653103
354,Meulaboh,4.1363,96.1285,25.12,89,100,2.14,ID,1647653104
355,Khatanga,71.9667,102.5,-8.97,94,98,5.05,RU,1647653105
356,San Miguel de Tucumán,-26.8241,-65.2226,18.0,94,100,1.54,AR,1647653105
357,Tuy Hoa,13.0833,109.3,25.73,70,100,1.02,VN,1647652841
358,Itarema,-2.9248,-39.9167,25.21,89,20,4.05,BR,1647653107
359,Butembo,0.15,29.2833,14.81,72,4,1.58,CD,1647653108
360,Uyuni,-20.4597,-66.825,12.95,30,55,1.43,BO,1647653109
361,Santo Antônio do Sudoeste,-26.0736,-53.7253,18.89,100,100,1.74,BR,1647653109
362,Bangassou,4.7413,22.8184,20.68,41,97,0.51,CF,1647653110
363,Great Yarmouth,52.6083,1.7305,8.03,90,0,6.83,GB,1647653111
364,Saint Lawrence,36.0553,14.204,13.67,84,100,4.92,MT,1647653112
365,Bandar-e Lengeh,26.5579,54.8807,20.12,47,0,6.34,IR,1647653113
366,Bethanien,-26.502,17.1583,20.88,70,100,5.48,NA,1647653114
367,Luanda,-8.8368,13.2343,24.31,85,100,3.2,AO,1647653115
368,Prince Rupert,54.3161,-130.3201,5.83,87,100,13.38,CA,1647653030
369,Passo de Camaragibe,-9.2368,-35.4901,24.75,79,9,1.16,BR,1647653116
370,Morant Bay,17.8815,-76.4093,26.79,81,5,4.35,JM,1647653117
371,Necochea,-38.5473,-58.7368,11.56,52,6,3.2,AR,1647653118
372,Nanchong,30.7951,106.0847,23.2,62,33,1.62,CN,1647653119
373,Matagami,49.7502,-77.6328,-5.94,73,0,0.0,CA,1647653120
374,Vidalia,32.2177,-82.4135,16.06,94,100,7.2,US,1647653120
375,Rockingham,42.9668,-71.0995,16.94,76,100,1.76,US,1647653121
376,Caniço,32.6333,-16.85,17.81,75,40,2.57,PT,1647653122
377,Visakhapatnam,17.69,83.2093,22.94,100,40,1.03,IN,1647653083
378,Nioro,13.35,-15.75,25.29,24,1,4.01,GM,1647653124
379,Batagay-Alyta,67.8006,130.4114,-24.21,71,0,1.9,RU,1647653126
380,Xuanzhou,30.9525,118.7553,12.28,79,66,2.48,CN,1647653127
381,San Cristobal,7.7669,-72.225,22.1,75,72,0.47,VE,1647653127
382,Santa Cruz Cabrália,-16.2781,-39.0247,25.13,94,75,1.03,BR,1647653128
383,Coruripe,-10.1256,-36.1756,25.72,79,25,4.37,BR,1647653129
384,Brae,60.3964,-1.353,8.71,74,100,9.33,GB,1647652580
385,Sal Rei,16.1833,-22.9167,20.7,78,100,7.84,CV,1647653130
386,South Kazakhstan Region,43.0,68.0,0.53,65,100,2.83,KZ,1647653131
387,San Rafael del Sur,11.8485,-86.4384,27.76,65,98,2.07,NI,1647653132
388,Portland,45.5234,-122.6762,14.69,71,100,2.57,US,1647653133
389,San Policarpo,12.1791,125.5072,28.15,80,99,3.44,PH,1647653134
390,Bārmer,25.75,71.3833,21.66,45,0,3.26,IN,1647653135
391,Springbok,-29.6643,17.8865,21.09,69,98,4.84,ZA,1647653136
392,Harper,4.375,-7.7169,26.33,88,100,2.71,LR,1647653138
393,Kloulklubed,7.0419,134.2556,25.28,77,98,6.15,PW,1647653139
394,Chapais,49.7834,-74.8492,-5.12,93,33,1.21,CA,1647653030
395,Evensk,61.95,159.2333,-12.61,70,14,1.39,RU,1647653142
396,Friesoythe,53.0167,7.85,5.71,92,0,3.53,DE,1647653135
397,Belaya Gora,68.5333,146.4167,-21.16,92,46,1.2,RU,1647653144
398,Aki,33.5,133.9,13.97,69,100,1.59,JP,1647653102
399,Tālcher,20.95,85.2167,20.62,73,50,1.53,IN,1647653145
400,Brigantine,39.4101,-74.3646,12.24,91,20,5.14,US,1647653146
401,Bandarbeyla,9.4942,50.8122,24.67,74,0,5.05,SO,1647653147
402,Muisne,0.6,-80.0333,25.79,85,48,2.35,EC,1647653147
403,Haines Junction,60.7522,-137.5108,1.97,55,100,1.03,CA,1647653148
404,Santa Marta,11.2408,-74.199,28.83,65,12,6.26,CO,1647653125
405,La Ronge,55.1001,-105.2842,6.14,49,20,2.06,CA,1647653030
406,Abalak,58.1286,68.5944,-12.43,97,100,2.46,RU,1647653153
407,Kavaratti,10.5669,72.642,28.12,69,99,4.44,IN,1647653154
408,Mbandaka,0.0487,18.2603,23.13,82,92,1.65,CD,1647653155
409,Ukiah,39.1502,-123.2078,20.24,46,0,3.6,US,1647653156
410,Ziro,27.6333,93.8333,12.83,55,8,0.84,IN,1647653156
411,Loreto,22.2667,-101.9667,19.39,9,47,3.55,MX,1647653157
412,Nanortalik,60.1432,-45.2371,-8.08,73,100,2.58,GL,1647653158
413,Jiuquan,39.7432,98.5174,4.93,36,100,2.83,CN,1647653140
414,Malaya Serdoba,52.4661,44.9512,-13.43,100,98,0.36,RU,1647653160
415,Panguna,-6.3164,155.4848,28.77,50,15,1.74,PG,1647653161
416,Sitka,57.0531,-135.33,3.94,87,100,5.14,US,1647653162
417,San Patricio,28.017,-97.5169,21.94,40,14,4.32,US,1647653162
418,Valparaíso,-33.0393,-71.6273,19.15,49,0,3.6,CL,1647653163
419,Allingåbro,56.465,10.3341,0.92,93,0,3.58,DK,1647653164
420,West Bay,19.3667,-81.4167,27.04,75,20,3.09,KY,1647653165
421,Contamana,-7.3333,-75.0167,25.6,81,100,1.58,PE,1647653166
422,Black River,18.0264,-77.8487,24.64,70,0,3.47,JM,1647653167
423,Mbini,1.574,9.6134,26.91,82,100,1.96,GQ,1647653167
424,Kirkwall,58.9848,-2.9587,8.03,76,100,7.72,GB,1647653168
425,Nyúl,47.5905,17.689,2.15,80,0,0.51,HU,1647653169
426,Hirara,24.8,125.2833,21.92,68,75,4.63,JP,1647653170
427,Lander,42.833,-108.7307,8.45,34,0,1.54,US,1647653171
428,Aleksandrov Gay,50.147,48.5704,-19.26,100,100,2.29,RU,1647653172
429,Chicama,-7.8447,-79.1469,17.3,72,7,2.55,PE,1647653173
430,Boende,-0.2167,20.8667,22.98,73,100,1.15,CD,1647653173
431,Ucluelet,48.9329,-125.5528,7.83,92,100,1.79,CA,1647653175
432,Jambi City,-1.6,103.6167,24.69,92,100,2.19,ID,1647653176
433,Algiers,36.7525,3.042,10.9,94,75,2.57,DZ,1647653115
434,Turan,16.0678,108.2208,25.99,83,75,4.63,VN,1647653092
435,Bosaso,11.2842,49.1816,23.37,66,0,0.44,SO,1647652481
436,Ketchikan,55.3422,-131.6461,5.26,87,100,8.23,US,1647653179
437,Leer,8.3018,30.1418,27.05,22,13,2.26,SS,1647653180
438,Zhangaözen,43.3,52.8,-0.82,64,100,5.98,KZ,1647653181
439,Kerema,-7.9631,145.7785,29.79,67,82,2.67,PG,1647653182
440,Sambava,-14.2667,50.1667,24.72,93,100,1.44,MG,1647653183
441,Sholokhove,47.6945,34.0312,-3.9,73,8,4.91,UA,1647653184
442,Filingué,14.3521,3.3168,26.65,11,15,4.63,NE,1647653185
443,Coahuayana Viejo,18.7333,-103.6833,22.75,56,0,1.3,MX,1647653186
444,Zhigansk,66.7697,123.3711,-19.27,96,100,8.98,RU,1647653187
445,Makakilo City,21.3469,-158.0858,27.18,49,20,6.69,US,1647653188
446,Grafton,42.207,-71.6856,16.33,61,100,2.19,US,1647653050
447,Mugur-Aksy,50.35,90.5,-14.63,91,98,2.34,RU,1647653189
448,Bar Harbor,44.3876,-68.2039,11.37,80,100,0.0,US,1647653191
449,Baykit,61.67,96.37,-10.65,96,100,1.86,RU,1647653192
450,Port-Gentil,-0.7193,8.7815,26.67,83,100,7.53,GA,1647653193
451,Wukari,7.85,9.7833,24.32,15,45,1.5,NG,1647653193
452,Faranah,10.0404,-10.7434,27.26,53,28,3.24,GN,1647653194
453,Mastic Beach,40.7668,-72.8521,11.1,89,100,3.09,US,1647653195
454,Berbera,10.4396,45.0143,24.01,74,1,1.63,SO,1647653196
455,Cradock,-32.1642,25.6192,21.35,56,100,1.25,ZA,1647653198
456,Kiama,-34.6833,150.8667,21.88,83,100,0.89,AU,1647653199
457,Rome,43.2128,-75.4557,16.04,61,0,2.06,US,1647653107
458,Gashua,12.871,11.0482,22.22,7,10,4.33,NG,1647653200
459,Tura,25.5198,90.2201,22.86,44,55,1.52,IN,1647653201
460,Beloha,-25.1667,45.05,18.78,74,30,2.94,MG,1647653202
461,Bubaque,11.2833,-15.8333,24.65,70,0,7.56,GW,1647653203
462,Kenora,49.8167,-94.4337,2.54,64,20,3.09,CA,1647653205
463,Bambanglipuro,-7.95,110.2833,27.18,82,100,1.11,ID,1647653180
464,Petrokamenskoye,57.716,60.6484,-2.97,92,100,3.14,RU,1647653206
465,Nouadhibou,20.931,-17.0347,16.99,77,7,7.2,MR,1647653207
466,Segrate,45.4942,9.3001,10.61,55,19,2.59,IT,1647653107
467,Tres Picos,15.8667,-93.5333,25.75,80,0,1.6,MX,1647653209
468,Stawell,-37.05,142.7667,21.78,51,0,3.61,AU,1647653210
469,Adana Province,36.985,35.2881,7.01,26,75,6.17,TR,1647653118
470,Hereford,52.0568,-2.7148,8.05,84,0,1.91,GB,1647653132
471,Derzhavīnsk,51.1,66.3167,-21.62,96,12,3.56,KZ,1647653213
472,Cabra,37.4725,-4.4421,9.55,74,3,2.23,ES,1647653214
473,Caravelas,-17.7125,-39.2481,24.64,87,16,2.41,BR,1647653215
474,Aykhal,66.0,111.5,-15.61,94,100,7.79,RU,1647653215
475,Karlstad,59.3793,13.5036,-2.69,100,1,0.0,SE,1647653216
476,Yatou,37.15,122.3833,0.47,82,100,10.93,CN,1647653157
477,Solok,-0.7918,100.6593,22.53,80,100,1.0,ID,1647653219
478,Marsaxlokk,35.8419,14.5431,14.34,77,75,12.86,MT,1647653219
479,Banugao,14.7333,121.6333,27.76,82,100,2.24,PH,1647653221
480,Puri,19.8,85.85,22.29,69,59,4.46,IN,1647653222
481,Waitakere,-36.9175,174.6577,22.39,75,75,7.2,NZ,1647653223
482,Panama City,8.9936,-79.5197,27.32,73,20,5.14,PA,1647653116
483,Bend,44.0582,-121.3153,13.6,31,0,4.12,US,1647653224
484,Machalí,-34.1833,-70.6667,20.9,28,100,0.97,CL,1647653225
485,Arua,3.0201,30.9111,21.22,41,63,0.92,UG,1647653190
486,Kilindoni,-7.9139,39.6668,27.32,77,47,3.77,TZ,1647653227
487,Iki-Burul,45.8208,44.6472,-4.66,78,10,5.48,RU,1647653228
488,College,64.8569,-147.8028,-0.11,53,40,3.09,US,1647653228
489,Zhezkazgan,47.8043,67.7144,-12.01,85,100,3.0,KZ,1647653229
490,Hokitika,-42.7167,170.9667,18.44,56,100,4.01,NZ,1647653230
491,Zdvinsk,54.7021,78.661,-19.67,100,100,1.95,RU,1647653231
492,Dicabisagan,17.0818,122.4157,27.68,79,53,1.33,PH,1647653232
493,Ilo,-17.6394,-71.3375,21.43,82,40,2.99,PE,1647653150
494,Kamphaeng Phet,16.25,99.5,27.25,64,94,1.7,TH,1647653234
495,Santa Isabel Rio Negro,-0.4139,-65.0192,23.66,97,84,1.24,BR,1647653235
496,Okato,-39.2,173.8833,17.6,59,100,3.19,NZ,1647653237
497,Midleton,51.9153,-8.1805,9.25,93,0,8.05,IE,1647653238
498,Biltine,14.5333,20.9167,20.99,9,100,4.72,TD,1647653239
499,Inyonga,-6.7167,32.0667,17.03,96,78,0.99,TZ,1647653241
500,White Center,47.5173,-122.3549,12.87,69,40,3.09,US,1647653242
501,Pontes e Lacerda,-15.2261,-59.3353,22.84,95,89,0.91,BR,1647653167
502,Victor Harbor,-35.5667,138.6167,22.78,67,37,2.35,AU,1647653180
503,Grand-Santi,4.25,-54.3833,22.28,100,100,0.35,GF,1647653244
504,Karratha,-20.7377,116.8463,32.98,49,0,2.56,AU,1647653246
505,Isla Vista,34.4133,-119.861,23.67,47,0,2.57,US,1647653247
506,Swift Current,50.2834,-107.8014,4.45,70,0,2.57,CA,1647653248
507,Weyburn,49.6668,-103.8511,1.12,80,81,4.12,CA,1647653177
508,Jining,35.405,116.5814,3.83,60,100,4.64,CN,1647653250
509,Castanhal,-1.2939,-47.9264,22.9,99,100,1.15,BR,1647653164
510,Pontianak,-0.0333,109.3333,25.99,88,20,0.0,ID,1647653252
511,Baghdad,33.3406,44.4009,10.95,35,0,3.09,IQ,1647653253
512,Ostrovnoy,68.0531,39.5131,-0.13,83,14,10.71,RU,1647653254
513,Kurumkan,54.3,110.3,-13.68,93,100,0.78,RU,1647653254
514,Yelizovo,53.1873,158.3805,1.08,69,75,1.0,RU,1647653136
515,Voyvozh,62.892,54.9635,-5.87,99,98,2.32,RU,1647653256
516,Botshabelo,-29.2702,26.7052,16.65,69,100,0.47,ZA,1647653257
517,Grindavik,63.8424,-22.4338,1.26,69,100,2.06,IS,1647653258
518,Port Augusta,-32.5,137.7667,31.28,35,78,3.43,AU,1647653170
519,Puerto Escondido,15.85,-97.0667,26.46,73,20,2.57,MX,1647653168
520,Makurdi,7.7411,8.5121,27.88,14,100,1.58,NG,1647653261
521,Siocon,7.7061,122.1353,29.01,72,100,1.77,PH,1647653262
522,Vila do Maio,15.1333,-23.2167,20.44,76,69,7.16,CV,1647653263
523,Aden,12.7794,45.0367,25.34,66,2,3.11,YE,1647653130
524,Caconda,-13.7333,15.0667,16.84,59,94,1.72,AO,1647653264
525,Damietta,31.4165,31.8133,12.35,71,21,4.16,EG,1647653265
526,Yerbogachën,61.2767,108.0108,-13.22,94,100,4.16,RU,1647653266
527,Linjiang,41.8069,126.9078,-2.55,85,100,1.75,CN,1647653267
528,Coyhaique,-45.5752,-72.0662,6.97,76,0,0.0,CL,1647653268
529,Souris,49.6172,-100.2612,2.08,88,76,3.5,CA,1647653269
530,Ikare,7.4913,5.2322,23.96,91,100,1.98,NG,1647653219
531,Saint Anthony,45.0205,-93.218,4.4,69,0,4.63,US,1647653271
532,Pampa,35.5362,-100.9599,12.53,40,0,1.54,US,1647653179
533,Fort-Shevchenko,44.5086,50.263,-0.83,76,14,6.9,KZ,1647653272
534,Tazovsky,67.4667,78.7,-2.91,96,100,7.76,RU,1647653273
535,Okhotsk,59.3833,143.3,-8.8,91,100,2.48,RU,1647653274
536,Valdemārpils,57.3707,22.5919,3.03,88,100,1.49,LV,1647653276
537,Vanimo,-2.6741,141.3028,30.06,67,22,2.74,PG,1647653276
538,Yangmei,24.1023,112.5618,21.99,73,20,1.25,CN,1647653277
539,Bolgatanga,10.7856,-0.8514,31.46,22,52,2.08,GH,1647653126
540,Province of Mantua,45.1667,10.7833,8.34,65,38,3.13,IT,1647653278
541,Mil'kovo,54.7167,158.6167,-7.18,89,100,2.46,RU,1647653279
